x,y,z,label
526047.286,4694145.66,18.192,27.0
526047.674,4694145.056,18.195,27.0
526046.806,4694143.914,18.202,27.0
526047.663,4694144.89,18.203,27.0
526047.322,4694145.751,18.208,27.0
526046.983,4694143.729,18.211,27.0
526046.327,4694143.673,18.219,27.0
526046.902,4694146.054,18.229,27.0
526049.182,4694146.116,18.235,27.0
526048.029,4694143.806,18.257,27.0
526048.836,4694143.45,18.26,27.0
526048.34,4694143.46,18.271,27.0
526047.955,4694143.805,18.275,27.0
526048.059,4694145.263,18.276,27.0
526046.982,4694146.295,18.317,27.0
526045.874,4694147.238,18.331,27.0
526048.746,4694143.69,18.38,27.0
526045.875,4694147.28,18.383,27.0
526046.119,4694143.47,18.403,27.0
526047.108,4694146.022,18.41,27.0
526047.163,4694145.999,18.422,27.0
526049.761,4694146.016,18.438,27.0
526046.774,4694144.893,18.475,27.0
526047.94,4694143.621,18.484,27.0
526048.227,4694143.526,18.504,27.0
526048.28,4694143.553,18.506,27.0
526048.249,4694143.452,18.511,27.0
526049.819,4694145.664,18.511,27.0
526049.198,4694145.799,18.522,27.0
526049.798,4694145.969,18.528,27.0
526046.621,4694144.979,18.589,27.0
526046.757,4694145.831,18.597,27.0
526048.194,4694144.757,18.68,27.0
526048.998,4694143.627,18.717,27.0
526048.158,4694144.074,18.717,27.0
526049.839,4694145.298,18.734,27.0
526045.833,4694143.197,18.75,27.0
526049.422,4694146.138,18.761,27.0
526046.458,4694145.45,18.763,27.0
526046.424,4694145.179,18.764,27.0
526049.266,4694145.808,18.786,27.0
526048.127,4694145.008,18.788,27.0
526046.349,4694145.68,18.797,27.0
526046.728,4694145.203,18.825,27.0
526049.589,4694146.049,18.835,27.0
526048.417,4694145.138,18.872,27.0
526048.436,4694145.298,18.878,27.0
526046.967,4694145.245,18.903,27.0
526049.695,4694145.795,18.91,27.0
526047.007,4694145.436,18.93,27.0
526048.512,4694143.968,18.934,27.0
526049.018,4694145.532,18.942,27.0
526046.761,4694145.346,18.968,27.0
526048.772,4694145.77,18.968,27.0
526049.529,4694145.61,18.977,27.0
526046.452,4694144.505,18.98,27.0
526045.851,4694145.865,18.983,27.0
526046.931,4694145.606,19.02,27.0
526046.082,4694145.654,19.044,27.0
526045.879,4694143.317,19.046,27.0
526048.751,4694145.446,19.08,27.0
526048.607,4694145.774,19.101,27.0
526048.439,4694144.938,19.107,27.0
526048.474,4694143.975,19.115,27.0
526048.471,4694144.097,19.117,27.0
526046.705,4694145.563,19.122,27.0
526048.751,4694145.555,19.128,27.0
526048.564,4694145.524,19.14,27.0
526049.951,4694145.169,19.184,27.0
526049.761,4694144.254,19.196,27.0
526046.661,4694145.437,19.208,27.0
526048.948,4694143.927,19.23,27.0
526046.204,4694146.059,19.245,27.0
526048.679,4694145.288,19.258,27.0
526049.389,4694145.281,19.289,27.0
526049.654,4694144.488,19.295,27.0
526048.402,4694144.538,19.306,27.0
526045.869,4694146.097,19.32,27.0
526046.512,4694145.976,19.347,27.0
526046.557,4694146.154,19.349,27.0
526046.131,4694145.99,19.352,27.0
526049.512,4694145.38,19.364,27.0
526046.247,4694146.283,19.374,27.0
526049.825,4694144.771,19.375,27.0
526049.09,4694143.941,19.394,27.0
526045.528,4694146.622,19.413,27.0
526049.434,4694145.592,19.414,27.0
526049.775,4694144.503,19.416,27.0
526045.794,4694146.286,19.42,27.0
526046.545,4694146.279,19.435,27.0
526046.011,4694145.423,19.438,27.0
526045.276,4694147.018,19.446,27.0
526046.325,4694144.945,19.453,27.0
526046.394,4694146.236,19.456,27.0
526046.386,4694146.312,19.461,27.0
526045.859,4694144.308,19.482,27.0
526045.993,4694144.507,19.504,27.0
526049.399,4694145.011,19.505,27.0
526049.658,4694145.082,19.51,27.0
526045.48,4694146.5,19.536,27.0
526045.99,4694143.613,19.537,27.0
526049.224,4694145.276,19.543,27.0
526049.701,4694144.526,19.547,27.0
526045.808,4694146.56,19.557,27.0
526048.59,4694144.075,19.56,27.0
526048.492,4694144.453,19.57,27.0
526048.878,4694144.086,19.576,27.0
526046.673,4694144.225,19.619,27.0
526045.119,4694147.016,19.621,27.0
526048.733,4694144.395,19.623,27.0
526046.465,4694145.79,19.628,27.0
526045.976,4694143.983,19.65,27.0
526046.118,4694144.964,19.676,27.0
526045.617,4694144.098,19.687,27.0
526046.628,4694144.28,19.698,27.0
526045.967,4694144.135,19.705,27.0
526045.309,4694146.788,19.705,27.0
526045.031,4694146.944,19.707,27.0
526045.583,4694146.461,19.716,27.0
526046.003,4694144.524,19.735,27.0
526046.004,4694145.048,19.741,27.0
526044.984,4694146.839,19.752,27.0
526045.949,4694145.421,19.782,27.0
526045.237,4694146.333,19.782,27.0
526045.272,4694146.479,19.795,27.0
526045.15,4694146.699,19.796,27.0
526049.525,4694144.908,19.797,27.0
526048.683,4694144.936,19.814,27.0
526048.642,4694144.674,19.851,27.0
526045.997,4694145.63,19.861,27.0
526045.22,4694146.008,19.869,27.0
526046.221,4694143.879,19.919,27.0
526045.503,4694144.352,19.944,27.0
526046.377,4694144.289,19.981,27.0
526046.246,4694144.294,19.986,27.0
526046.652,4694143.985,19.997,27.0
526049.313,4694144.59,20.027,27.0
526046.137,4694144.0,20.032,27.0
526046.221,4694143.701,20.057,27.0
526049.305,4694144.788,20.086,27.0
526049.383,4694144.368,20.114,27.0
526049.104,4694144.237,20.116,27.0
526045.611,4694145.989,20.121,27.0
526046.468,4694143.978,20.125,27.0
526045.861,4694145.083,20.144,27.0
526049.111,4694145.161,20.162,27.0
526048.809,4694144.375,20.172,27.0
526045.504,4694146.021,20.218,27.0
526049.233,4694144.492,20.262,27.0
526045.936,4694144.864,20.282,27.0
526045.389,4694146.05,20.337,27.0
526048.87,4694145.02,20.377,27.0
526048.948,4694144.739,20.403,27.0
526046.358,4694144.141,20.414,27.0
526049.145,4694144.563,20.442,27.0
526048.871,4694144.751,20.453,27.0
526048.738,4694145.034,20.455,27.0
526045.463,4694144.458,20.463,27.0
526045.551,4694144.641,20.463,27.0
526045.105,4694145.815,20.544,27.0
526049.053,4694144.867,20.618,27.0
526045.535,4694145.701,20.863,27.0
526045.501,4694145.299,20.924,27.0
526045.317,4694144.724,20.93,27.0
526045.521,4694145.224,20.935,27.0
526045.483,4694145.783,20.997,27.0
526045.592,4694144.945,20.999,27.0
526045.435,4694145.545,21.007,27.0
526045.193,4694144.739,21.126,27.0
526044.981,4694144.858,21.237,27.0
526045.35,4694145.007,21.342,27.0
526045.276,4694144.985,21.359,27.0
526045.308,4694145.296,21.411,27.0
526045.181,4694144.967,21.413,27.0
526045.222,4694145.465,21.519,27.0
526044.92,4694145.08,21.546,27.0
526045.167,4694145.547,21.578,27.0
526044.945,4694145.325,21.647,27.0
526045.131,4694145.098,22.0,27.0
526022.916,4694139.329,2.506,28.0
526022.243,4694140.3,2.515,28.0
526021.794,4694139.605,2.549,28.0
526021.109,4694138.642,2.567,28.0
526022.555,4694138.748,2.6,28.0
526023.047,4694139.224,2.609,28.0
526021.604,4694139.577,2.616,28.0
526022.395,4694139.29,2.625,28.0
526022.249,4694139.123,2.629,28.0
526021.836,4694139.485,2.648,28.0
526021.284,4694138.604,2.662,28.0
526022.172,4694139.445,2.67,28.0
526021.811,4694139.018,2.676,28.0
526020.928,4694139.156,2.69,28.0
526022.538,4694139.356,2.696,28.0
526022.776,4694139.639,2.721,28.0
526022.316,4694139.106,2.772,28.0
526021.679,4694139.261,2.775,28.0
526022.755,4694139.104,2.797,28.0
526022.686,4694138.933,2.839,28.0
526022.663,4694139.124,2.907,28.0
526022.903,4694138.875,2.943,28.0
526022.375,4694138.957,2.977,28.0
526020.399,4694137.835,9.015,28.0
526021.024,4694138.776,9.769,28.0
526020.803,4694138.506,9.917,28.0
526020.276,4694138.529,9.984,28.0
526020.456,4694138.429,10.124,28.0
526020.628,4694138.041,10.54,28.0
526020.855,4694138.326,10.557,28.0
526023.726,4694139.575,10.641,28.0
526020.474,4694138.083,10.692,28.0
526020.679,4694137.796,10.713,28.0
526023.947,4694139.2,10.83,28.0
526020.616,4694138.601,10.871,28.0
526020.761,4694138.066,10.91,28.0
526020.532,4694138.421,10.943,28.0
526024.517,4694139.153,11.058,28.0
526024.16,4694139.422,11.063,28.0
526024.032,4694139.108,11.151,28.0
526023.988,4694139.52,11.151,28.0
526023.94,4694139.494,11.155,28.0
526023.776,4694138.062,11.162,28.0
526024.343,4694139.422,11.197,28.0
526024.692,4694139.327,11.211,28.0
526024.493,4694139.522,11.212,28.0
526024.417,4694139.136,11.245,28.0
526024.603,4694139.57,11.252,28.0
526020.107,4694136.584,11.389,28.0
526023.885,4694138.447,11.568,28.0
526023.728,4694138.654,11.646,28.0
526023.727,4694138.792,11.778,28.0
526023.845,4694138.561,11.872,28.0
526024.519,4694139.825,11.881,28.0
526023.915,4694138.775,11.928,28.0
526024.563,4694140.109,11.989,28.0
526024.307,4694139.996,12.039,28.0
526024.247,4694139.677,12.074,28.0
526024.119,4694139.953,12.207,28.0
526023.471,4694136.92,12.661000000000001,28.0
526023.492,4694139.959,12.733,28.0
526023.617,4694137.119,12.820999999999998,28.0
526020.456,4694136.501,12.829999999999998,28.0
526023.591,4694137.73,12.841,28.0
526023.368,4694137.455,12.842,28.0
526024.112,4694136.928,12.886,28.0
526023.728,4694137.27,12.898999999999997,28.0
526020.549,4694136.999,13.001000000000001,28.0
526020.19,4694137.054,13.097000000000001,28.0
526020.479,4694136.775,13.121,28.0
526023.966,4694137.143,13.134999999999998,28.0
526023.959,4694136.96,13.187999999999999,28.0
526020.453,4694137.153,13.245000000000001,28.0
526024.231,4694137.127,13.3,28.0
526024.341,4694137.204,13.309999999999999,28.0
526020.425,4694137.527,13.334,28.0
526024.113,4694137.787,13.338,28.0
526020.478,4694137.491,13.365,28.0
526023.999,4694137.295,13.433,28.0
526022.882,4694137.684,13.463000000000001,28.0
526023.318,4694137.644,13.504,28.0
526024.105,4694137.659,13.562999999999999,28.0
526023.447,4694140.248,13.567,28.0
526024.147,4694137.466,13.569000000000003,28.0
526023.03,4694137.64,13.579,28.0
526023.927,4694137.652,13.656000000000002,28.0
526022.521,4694138.27,13.7,28.0
526022.975,4694138.165,13.715,28.0
526024.269,4694137.336,13.753999999999998,28.0
526020.929,4694136.552,13.818,28.0
526022.932,4694138.459,13.827,28.0
526023.377,4694137.87,13.91,28.0
526023.496,4694140.379,13.932,28.0
526023.703,4694139.985,13.945,28.0
526023.987,4694139.884,13.98,28.0
526023.173,4694138.198,13.987000000000002,28.0
526023.736,4694137.983,14.052,28.0
526020.665,4694136.611,14.063,28.0
526023.139,4694138.334,14.106,28.0
526024.5,4694140.796,14.128,28.0
526023.23,4694140.458,14.134,28.0
526020.506,4694136.391,14.163,28.0
526022.508,4694138.075,14.166,28.0
526022.532,4694137.976,14.189,28.0
526024.007,4694140.235,14.189999999999998,28.0
526021.95,4694138.378,14.202,28.0
526023.136,4694137.943,14.215,28.0
526024.546,4694140.375,14.242,28.0
526023.418,4694136.67,14.261,28.0
526020.736,4694137.249,14.271,28.0
526021.481,4694137.325,14.279,28.0
526023.453,4694136.428,14.311999999999998,28.0
526023.557,4694138.045,14.311999999999998,28.0
526023.222,4694138.606,14.323,28.0
526020.766,4694137.288,14.324,28.0
526023.272,4694138.535,14.408999999999999,28.0
526022.144,4694138.307,14.416,28.0
526022.779,4694137.932,14.424,28.0
526023.498,4694138.367,14.431000000000001,28.0
526022.342,4694138.324,14.439,28.0
526023.555,4694138.258,14.447,28.0
526023.389,4694138.203,14.455,28.0
526022.339,4694138.043,14.457,28.0
526024.435,4694140.233,14.533,28.0
526023.72,4694136.672,14.538,28.0
526023.612,4694140.169,14.582,28.0
526021.012,4694137.491,14.590999999999998,28.0
526023.553,4694136.95,14.633,28.0
526023.6,4694136.458,14.636,28.0
526020.733,4694137.495,14.684000000000001,28.0
526021.333,4694137.638,14.698,28.0
526024.261,4694140.37,14.75,28.0
526024.109,4694136.623,14.763000000000002,28.0
526023.784,4694140.17,14.77,28.0
526021.695,4694137.305,14.774999999999999,28.0
526023.918,4694136.54,14.787,28.0
526021.043,4694137.657,14.791,28.0
526023.992,4694136.161,14.822,28.0
526024.032,4694136.476,14.859000000000002,28.0
526020.71,4694137.749,14.881,28.0
526021.865,4694137.543,14.89,28.0
526020.835,4694137.607,14.89,28.0
526021.654,4694137.74,14.901,28.0
526020.757,4694137.85,14.905999999999999,28.0
526023.879,4694136.455,14.955000000000002,28.0
526022.155,4694137.652,14.992,28.0
526022.182,4694138.019,15.011,28.0
526022.171,4694137.843,15.025000000000002,28.0
526021.134,4694137.993,15.044,28.0
526022.681,4694137.585,15.087999999999997,28.0
526021.792,4694138.121,15.112000000000002,28.0
526021.424,4694138.353,15.145,28.0
526021.411,4694137.992,15.179,28.0
526023.028,4694136.498,15.225000000000001,28.0
526021.896,4694137.873,15.236999999999998,28.0
526022.402,4694137.916,15.258,28.0
526021.23,4694138.363,15.273,28.0
526021.516,4694137.969,15.274,28.0
526021.593,4694138.374,15.276,28.0
526021.64,4694138.117,15.284,28.0
526022.355,4694137.607,15.3,28.0
526020.922,4694136.958,15.410999999999998,28.0
526021.427,4694138.029,15.43,28.0
526022.827,4694136.299,15.488,28.0
526021.212,4694138.249,15.497,28.0
526020.959,4694137.049,15.555,28.0
526023.3,4694137.246,15.654,28.0
526021.089,4694136.484,15.659,28.0
526021.26,4694137.137,15.663999999999998,28.0
526021.054,4694136.666,15.713000000000001,28.0
526024.255,4694140.612,15.75,28.0
526021.101,4694137.103,15.764,28.0
526023.15,4694136.708,15.774000000000001,28.0
526021.255,4694136.776,15.8,28.0
526023.891,4694140.494,15.808,28.0
526021.204,4694136.903,15.810000000000002,28.0
526023.746,4694140.453,15.916999999999998,28.0
526024.127,4694140.456,15.968999999999998,28.0
526023.215,4694136.242,15.985,28.0
526022.885,4694137.168,16.024,28.0
526022.81,4694136.979,16.033,28.0
526021.722,4694137.05,16.11,28.0
526022.59,4694136.29,16.182,28.0
526023.146,4694137.3,16.197,28.0
526021.407,4694136.528,16.208,28.0
526021.695,4694136.838,16.209,28.0
526023.174,4694136.97,16.259,28.0
526022.895,4694137.339,16.278,28.0
526021.437,4694135.985,16.428,28.0
526021.7,4694136.56,16.435,28.0
526024.214,4694140.667,16.441,28.0
526023.138,4694137.046,16.452,28.0
526021.459,4694136.457,16.455,28.0
526021.31,4694136.199,16.502,28.0
526023.635,4694140.689,16.623,28.0
526022.023,4694137.48,16.658,28.0
526021.852,4694137.154,16.714,28.0
526023.791,4694140.555,16.715,28.0
526021.934,4694137.308,16.735,28.0
526021.921,4694136.777,16.763,28.0
526022.596,4694137.274,16.814,28.0
526022.328,4694137.288,16.863,28.0
526022.802,4694136.696,16.901,28.0
526022.231,4694137.105,16.901,28.0
526022.527,4694137.026,16.913,28.0
526022.274,4694137.15,16.965,28.0
526022.186,4694136.823,17.107,28.0
526022.59,4694136.845,17.281,28.0
526022.463,4694136.838,17.501,28.0
526022.471,4694136.612,17.573,28.0
526022.528,4694136.657,17.576,28.0
526021.863,4694136.291,17.748,28.0
526021.697,4694135.622,18.061,28.0
526021.657,4694136.239,18.087,28.0
526021.704,4694136.255,18.09,28.0
526021.946,4694136.509,18.124,28.0
526022.098,4694136.57,18.135,28.0
526022.048,4694136.388,18.183,28.0
526021.868,4694136.204,18.204,28.0
526022.29,4694136.445,18.253,28.0
526022.486,4694136.109,18.315,28.0
526022.102,4694136.149,18.615,28.0
526021.744,4694135.784,18.704,28.0
526022.071,4694135.773,19.028,28.0
526022.253,4694135.788,19.151,28.0
526021.963,4694135.631,19.231,28.0
526022.055,4694135.557,19.25,28.0
526021.841,4694135.788,19.264,28.0
526043.662,4694132.589,2.501,29.0
526044.987,4694133.418,2.522,29.0
526044.29,4694131.547,2.524,29.0
526044.702,4694132.781,2.533,29.0
526044.302,4694134.059,2.535,29.0
526045.773,4694134.702,2.537,29.0
526044.469,4694130.504,2.541,29.0
526044.091,4694132.49,2.551,29.0
526045.062,4694133.538,2.551,29.0
526046.667,4694134.409,2.558,29.0
526043.942,4694132.454,2.617,29.0
526045.079,4694133.77,2.648,29.0
526045.882,4694134.953,2.724,29.0
526046.101,4694134.729,2.787,29.0
526045.722,4694134.918,2.886,29.0
526045.236,4694134.465,2.99,29.0
526047.127,4694135.129,2.999,29.0
526045.784,4694135.013,3.125,29.0
526045.688,4694135.155,3.183,29.0
526046.379,4694134.862,3.208,29.0
526046.274,4694135.393,3.2119999999999997,29.0
526046.158,4694135.695,3.213,29.0
526046.344,4694134.557,3.271,29.0
526047.208,4694134.673,3.3200000000000003,29.0
526045.632,4694132.463,3.333,29.0
526046.467,4694135.203,3.391,29.0
526046.057,4694135.271,3.3949999999999996,29.0
526046.529,4694134.994,3.3969999999999994,29.0
526046.885,4694134.732,3.4270000000000005,29.0
526046.035,4694135.23,3.4270000000000005,29.0
526046.589,4694135.313,3.4429999999999996,29.0
526047.077,4694134.915,3.463,29.0
526046.796,4694135.13,3.489,29.0
526046.033,4694134.771,3.543,29.0
526046.534,4694135.222,3.5470000000000006,29.0
526047.482,4694134.896,3.555,29.0
526045.912,4694135.303,3.6080000000000005,29.0
526047.49,4694135.076,3.62,29.0
526046.867,4694134.882,3.633,29.0
526047.735,4694134.977,3.838,29.0
526047.41,4694134.573,3.878,29.0
526047.735,4694134.647,4.046,29.0
526048.161,4694133.876,4.096,29.0
526042.794,4694132.446,8.282,29.0
526042.323,4694131.99,10.182,29.0
526042.359,4694132.191,10.246,29.0
526045.192,4694130.624,11.621,29.0
526045.307,4694130.599,11.744,29.0
526044.88,4694129.866,11.817,29.0
526045.006,4694130.249,11.822,29.0
526044.791,4694130.542,11.825,29.0
526044.821,4694130.331,11.856,29.0
526044.619,4694130.578,11.883,29.0
526044.234,4694129.852,11.915,29.0
526044.769,4694130.048,11.919,29.0
526044.566,4694129.982,11.981,29.0
526044.475,4694129.913,11.988,29.0
526044.074,4694133.338,12.005,29.0
526044.588,4694130.268,12.049,29.0
526044.358,4694130.106,12.102,29.0
526044.627,4694130.225,12.104,29.0
526044.296,4694130.282,12.139,29.0
526043.183,4694132.671,12.182000000000002,29.0
526042.892,4694132.893,12.188,29.0
526044.221,4694130.197,12.196,29.0
526043.265,4694132.68,12.252000000000002,29.0
526043.413,4694132.864,12.384999999999998,29.0
526043.179,4694132.918,12.396,29.0
526043.76,4694132.892,12.454999999999998,29.0
526042.783,4694133.168,12.489,29.0
526043.747,4694132.802,12.528,29.0
526043.861,4694133.008,12.55,29.0
526044.019,4694133.158,12.579,29.0
526043.674,4694133.046,12.620999999999999,29.0
526045.222,4694129.887,12.799,29.0
526043.24,4694133.206,13.304,29.0
526043.372,4694133.205,13.396,29.0
526043.245,4694133.382,13.435,29.0
526043.763,4694133.35,13.553,29.0
526043.414,4694133.465,13.645,29.0
526043.61,4694133.474,13.756,29.0
526045.91,4694132.716,13.761,29.0
526046.011,4694132.977,13.888,29.0
526045.891,4694132.982,13.914,29.0
526045.479,4694132.726,14.023999999999997,29.0
526045.697,4694132.712,14.096,29.0
526045.531,4694132.852,14.124,29.0
526046.133,4694133.19,14.197,29.0
526043.759,4694134.03,14.222000000000001,29.0
526045.492,4694133.499,14.228,29.0
526045.354,4694129.671,14.233,29.0
526043.434,4694133.659,14.259999999999998,29.0
526045.834,4694133.192,14.273,29.0
526043.767,4694133.572,14.288,29.0
526045.717,4694133.228,14.297,29.0
526045.322,4694133.615,14.317,29.0
526045.597,4694129.742,14.341,29.0
526045.247,4694129.582,14.362000000000002,29.0
526045.712,4694133.392,14.390999999999998,29.0
526046.217,4694133.397,14.398999999999997,29.0
526046.357,4694133.518,14.399999999999999,29.0
526046.37,4694132.797,14.405000000000001,29.0
526043.537,4694133.742,14.412,29.0
526045.872,4694133.464,14.433,29.0
526045.481,4694129.307,14.433999999999997,29.0
526045.552,4694129.128,14.454,29.0
526045.484,4694129.103,14.456,29.0
526045.712,4694129.311,14.458000000000002,29.0
526043.689,4694133.895,14.473,29.0
526046.35,4694133.319,14.484000000000002,29.0
526045.811,4694129.89,14.582,29.0
526046.022,4694133.711,14.605,29.0
526043.919,4694133.862,14.608999999999998,29.0
526045.433,4694134.074,14.634,29.0
526045.996,4694130.557,14.667000000000002,29.0
526046.729,4694133.94,14.678,29.0
526045.456,4694133.893,14.763000000000002,29.0
526045.53,4694130.117,14.777,29.0
526046.028,4694133.965,14.793,29.0
526045.361,4694130.172,14.800999999999998,29.0
526046.964,4694133.879,14.805,29.0
526047.586,4694133.958,14.809999999999999,29.0
526045.762,4694130.114,14.813,29.0
526045.476,4694130.487,14.813,29.0
526045.867,4694133.737,14.835999999999999,29.0
526045.229,4694130.269,14.84,29.0
526045.549,4694130.526,14.841000000000001,29.0
526045.468,4694129.864,14.855,29.0
526045.743,4694129.957,14.879999999999999,29.0
526046.961,4694134.05,14.895,29.0
526045.545,4694130.474,14.919,29.0
526045.576,4694133.515,14.929000000000002,29.0
526046.998,4694134.269,14.943,29.0
526046.467,4694133.094,14.997,29.0
526045.64,4694133.884,14.999000000000002,29.0
526047.369,4694133.98,15.03,29.0
526046.033,4694132.242,15.036999999999999,29.0
526045.833,4694134.041,15.048,29.0
526045.938,4694132.453,15.057,29.0
526045.707,4694134.052,15.083,29.0
526047.619,4694134.087,15.088999999999999,29.0
526046.564,4694132.993,15.11,29.0
526047.169,4694134.212,15.11,29.0
526045.826,4694133.922,15.113,29.0
526046.171,4694132.476,15.127,29.0
526046.065,4694132.504,15.146,29.0
526047.539,4694134.367,15.146,29.0
526046.977,4694132.967,15.249,29.0
526047.172,4694134.277,15.279999999999998,29.0
526046.662,4694133.099,15.295000000000002,29.0
526047.3,4694134.323,15.309,29.0
526047.367,4694134.23,15.337,29.0
526043.052,4694133.559,15.523999999999997,29.0
526046.705,4694133.541,15.572,29.0
526046.681,4694133.356,15.593999999999998,29.0
526046.816,4694133.22,15.618000000000002,29.0
526047.211,4694133.821,15.624,29.0
526047.043,4694133.231,15.626000000000001,29.0
526045.747,4694130.934,15.692,29.0
526045.827,4694130.916,15.695,29.0
526046.53,4694129.897,15.750999999999998,29.0
526047.368,4694133.413,15.758,29.0
526047.513,4694133.534,15.759,29.0
526046.409,4694129.729,15.834,29.0
526047.031,4694133.56,15.881999999999998,29.0
526047.376,4694133.688,15.883,29.0
526046.868,4694133.443,15.894,29.0
526046.259,4694129.904,15.901,29.0
526046.032,4694129.552,15.91,29.0
526043.56,4694134.021,15.934999999999999,29.0
526045.989,4694129.628,15.938,29.0
526047.021,4694133.449,15.942,29.0
526046.981,4694133.535,15.949000000000002,29.0
526046.007,4694131.753,15.986,29.0
526046.053,4694130.658,16.021,29.0
526046.39,4694130.266,16.033,29.0
526046.353,4694130.09,16.037,29.0
526045.819,4694131.183,16.058,29.0
526045.968,4694130.298,16.067,29.0
526046.152,4694130.098,16.075,29.0
526046.127,4694129.969,16.078,29.0
526046.162,4694130.268,16.118,29.0
526045.949,4694129.278,16.131,29.0
526043.29,4694133.894,16.131,29.0
526045.643,4694131.246,16.168,29.0
526045.768,4694131.362,16.187,29.0
526043.193,4694133.96,16.281,29.0
526045.479,4694131.475,16.293,29.0
526047.181,4694132.834,16.343,29.0
526045.765,4694132.022,16.36,29.0
526045.707,4694132.113,16.427,29.0
526045.753,4694131.802,16.504,29.0
526045.664,4694131.452,16.545,29.0
526045.492,4694131.776,16.591,29.0
526045.618,4694131.749,16.617,29.0
526045.381,4694131.737,16.643,29.0
526045.531,4694131.75,16.647,29.0
526045.831,4694131.716,16.683,29.0
526046.473,4694132.172,16.857,29.0
526047.187,4694132.633,16.876,29.0
526047.406,4694132.889,16.969,29.0
526047.578,4694133.071,16.979,29.0
526046.43,4694131.849,17.103,29.0
526047.468,4694133.007,17.195,29.0
526047.481,4694132.573,17.233,29.0
526048.31,4694132.535,17.393,29.0
526047.733,4694133.26,17.448,29.0
526046.637,4694132.236,17.472,29.0
526046.463,4694132.515,17.48,29.0
526047.963,4694132.72,17.535,29.0
526048.303,4694132.937,17.563,29.0
526048.047,4694132.694,17.566,29.0
526047.744,4694132.847,17.583,29.0
526046.488,4694132.485,17.656,29.0
526047.989,4694133.367,17.656,29.0
526046.936,4694132.528,17.677,29.0
526048.056,4694133.288,17.68,29.0
526048.275,4694133.078,17.708,29.0
526046.741,4694132.433,17.735,29.0
526047.955,4694133.03,17.77,29.0
526046.764,4694132.496,17.773,29.0
526048.212,4694133.202,17.774,29.0
526046.193,4694131.44,17.8,29.0
526048.023,4694132.894,17.805,29.0
526046.234,4694131.179,17.813,29.0
526046.67,4694132.658,17.821,29.0
526047.97,4694132.921,17.824,29.0
526046.35,4694131.292,17.915,29.0
526047.752,4694132.232,18.081,29.0
526046.555,4694130.477,18.093,29.0
526047.19,4694132.296,18.129,29.0
526047.537,4694132.577,18.325,29.0
526047.478,4694132.28,18.504,29.0
526046.355,4694130.699,18.51,29.0
526047.812,4694132.451,18.515,29.0
526046.487,4694130.76,18.518,29.0
526046.249,4694130.794,18.547,29.0
526047.457,4694132.03,18.558,29.0
526047.533,4694132.415,18.596,29.0
526048.004,4694132.312,18.623,29.0
526046.529,4694131.412,18.659,29.0
526046.767,4694132.091,18.679,29.0
526046.232,4694131.623,18.69,29.0
526046.939,4694131.851,18.708,29.0
526046.571,4694131.787,18.717,29.0
526046.307,4694131.625,18.72,29.0
526046.683,4694130.574,18.723,29.0
526046.534,4694131.733,18.726,29.0
526047.2,4694132.015,19.16,29.0
526047.631,4694131.713,19.173,29.0
526047.498,4694131.95,19.342,29.0
526047.075,4694131.79,19.356,29.0
526046.964,4694131.224,19.402,29.0
526047.529,4694132.025,19.435,29.0
526046.658,4694131.068,19.439,29.0
526047.14,4694131.585,19.443,29.0
526047.312,4694131.539,19.515,29.0
526047.632,4694131.994,19.519,29.0
526046.764,4694131.55,19.532,29.0
526047.395,4694131.349,19.572,29.0
526047.119,4694131.466,19.595,29.0
526046.987,4694131.383,19.621,29.0
526047.211,4694131.121,19.628,29.0
526044.872,4694118.354,8.496,30.0
526044.7,4694117.997,8.541,30.0
526045.347,4694119.772,8.586,30.0
526044.941,4694119.086,8.598,30.0
526044.992,4694119.813,8.632,30.0
526045.531,4694119.583,8.635,30.0
526045.541,4694119.318,8.72,30.0
526044.974,4694119.501,8.733,30.0
526044.943,4694119.494,8.744,30.0
526045.368,4694119.658,8.744,30.0
526045.151,4694119.854,8.748,30.0
526045.459,4694119.419,8.752,30.0
526045.103,4694119.728,8.781,30.0
526046.372,4694119.344,8.782,30.0
526045.277,4694118.991,8.788,30.0
526044.887,4694118.098,8.791,30.0
526045.158,4694119.338,8.794,30.0
526045.211,4694118.538,8.822,30.0
526045.284,4694118.429,8.842,30.0
526045.207,4694119.124,8.85,30.0
526045.277,4694119.109,8.854,30.0
526045.207,4694118.346,8.923,30.0
526045.221,4694118.835,8.971,30.0
526045.358,4694118.717,8.987,30.0
526045.483,4694120.503,10.251,30.0
526045.652,4694120.629,10.301,30.0
526045.942,4694120.916,10.337,30.0
526045.3,4694118.002,10.34,30.0
526045.702,4694120.392,10.342,30.0
526045.118,4694116.984,10.375,30.0
526045.893,4694120.467,10.396,30.0
526046.021,4694120.582,10.409,30.0
526045.854,4694120.71,10.42,30.0
526046.114,4694120.78,10.42,30.0
526046.392,4694121.172,10.432,30.0
526045.134,4694117.192,10.455,30.0
526045.915,4694120.061,10.489,30.0
526044.908,4694117.21,10.648,30.0
526045.447,4694117.596,10.677,30.0
526045.368,4694117.422,10.72,30.0
526044.701,4694117.412,10.762,30.0
526044.766,4694117.26,10.794,30.0
526045.141,4694117.748,10.881,30.0
526045.455,4694116.715,10.888,30.0
526045.346,4694116.821,10.914,30.0
526044.723,4694117.6,10.963,30.0
526045.013,4694117.482,10.976,30.0
