x,y,z,label
526024.487,4694106.31,12.834,55.0
526024.466,4694106.995,12.854,55.0
526024.614,4694106.217,12.864999999999998,55.0
526025.012,4694106.245,12.868,55.0
526024.961,4694106.229,12.946,55.0
526023.945,4694105.17,12.988,55.0
526024.118,4694104.067,13.028000000000002,55.0
526023.946,4694105.497,13.06,55.0
526024.048,4694105.495,13.073,55.0
526024.052,4694105.505,13.081,55.0
526024.853,4694106.393,13.084,55.0
526024.672,4694107.19,13.090999999999998,55.0
526024.71,4694106.526,13.097000000000001,55.0
526024.688,4694106.266,13.107,55.0
526023.962,4694105.529,13.146,55.0
526024.987,4694107.232,13.277,55.0
526024.22,4694107.343,13.363,55.0
526024.533,4694107.29,13.387,55.0
526024.884,4694107.32,13.39,55.0
526024.38,4694107.34,13.531,55.0
526024.281,4694107.657,13.655000000000001,55.0
526026.009,4694105.279,13.722,55.0
526024.706,4694105.517,13.82,55.0
526025.687,4694105.679,13.863,55.0
526026.009,4694106.001,13.931,55.0
526025.944,4694105.486,13.935000000000002,55.0
526025.749,4694105.802,13.935000000000002,55.0
526024.348,4694105.274,13.942,55.0
526024.483,4694105.048,13.974,55.0
526026.292,4694105.759,13.993,55.0
526026.265,4694105.738,14.023999999999997,55.0
526025.859,4694105.98,14.094999999999999,55.0
526026.059,4694105.801,14.132,55.0
526026.205,4694105.719,14.193,55.0
526025.026,4694105.339,14.233,55.0
526024.587,4694105.35,14.259999999999998,55.0
526024.963,4694105.8,14.344000000000001,55.0
526025.451,4694105.31,14.349,55.0
526024.497,4694104.328,14.355999999999998,55.0
526025.011,4694105.691,14.371000000000002,55.0
526025.69,4694105.482,14.416,55.0
526025.929,4694105.558,14.437,55.0
526024.852,4694105.566,14.446,55.0
526024.479,4694104.544,14.493000000000002,55.0
526024.465,4694104.755,14.669999999999998,55.0
526025.189,4694105.065,14.846,55.0
526024.647,4694104.748,14.872,55.0
526024.862,4694105.258,14.878,55.0
526024.822,4694105.149,14.951,55.0
526025.054,4694104.812,14.982,55.0
526024.967,4694104.531,14.991,55.0
526024.81,4694104.935,14.995,55.0
526024.669,4694104.895,15.105,55.0
526024.549,4694105.008,15.293,55.0
526025.845,4694105.06,15.545,55.0
526025.214,4694104.609,15.683,55.0
526024.679,4694104.198,15.690999999999999,55.0
526025.419,4694104.749,15.747,55.0
526024.741,4694104.458,15.749000000000002,55.0
526025.592,4694105.013,15.880000000000003,55.0
526025.498,4694104.773,15.887,55.0
526025.476,4694105.05,15.893,55.0
526024.963,4694104.464,16.012,55.0
526024.925,4694104.236,16.065,55.0
526025.246,4694104.396,16.418,55.0
526025.744,4694104.816,16.446,55.0
526025.758,4694104.787,16.539,55.0
526025.665,4694104.676,17.199,55.0
526027.531,4694126.598,2.506,56.0
526027.499,4694126.529,2.509,56.0
526027.376,4694126.079,2.554,56.0
526030.689,4694127.327,2.574,56.0
526027.496,4694126.394,3.186,56.0
526030.474,4694127.27,4.558,56.0
526030.743,4694127.13,5.772,56.0
526026.449,4694129.129,6.834,56.0
526026.908,4694128.845,6.849,56.0
526031.215,4694127.383,6.882,56.0
526030.065,4694127.604,6.896,56.0
526026.718,4694128.886,6.902999999999999,56.0
526026.58,4694129.051,6.902999999999999,56.0
526029.489,4694127.569,6.905,56.0
526026.39,4694128.774,6.918,56.0
526029.8,4694127.827,6.933,56.0
526031.39,4694127.371,6.985000000000001,56.0
526031.534,4694127.3,7.003,56.0
526029.54,4694127.812,7.005,56.0
526026.805,4694129.015,7.007,56.0
526029.825,4694127.502,7.007999999999999,56.0
526030.003,4694127.353,7.037000000000001,56.0
526030.149,4694127.071,7.0760000000000005,56.0
526029.745,4694127.622,7.135,56.0
526029.786,4694127.329,7.911,56.0
526029.823,4694127.197,7.966999999999999,56.0
526028.999,4694126.651,7.986,56.0
526029.736,4694127.193,8.021,56.0
526029.162,4694126.683,8.04,56.0
526029.084,4694127.127,8.04,56.0
526029.484,4694127.43,8.069,56.0
526029.619,4694127.438,8.07,56.0
526029.321,4694127.06,8.076,56.0
526029.31,4694126.942,8.082,56.0
526029.249,4694126.495,8.09,56.0
526029.526,4694126.825,8.092,56.0
526029.128,4694126.91,8.12,56.0
526029.473,4694126.65,8.123,56.0
526029.625,4694126.605,8.127,56.0
526030.107,4694126.783,8.139,56.0
526029.274,4694126.43,8.149,56.0
526029.806,4694126.833,8.178,56.0
526026.81,4694128.564,8.386,56.0
526026.795,4694128.433,8.408,56.0
526026.532,4694128.597,8.472,56.0
526031.59,4694128.248,9.14,56.0
526030.271,4694127.039,9.544,56.0
526031.916,4694128.356,9.617,56.0
526031.435,4694128.447,9.663,56.0
526031.563,4694128.369,9.67,56.0
526030.34,4694126.831,9.756,56.0
526032.549,4694128.93,9.775,56.0
526032.433,4694128.975,9.787,56.0
526031.959,4694128.67,9.808,56.0
526031.936,4694127.981,9.825,56.0
526031.535,4694128.64,9.833,56.0
526031.295,4694128.54,9.845,56.0
526031.918,4694128.059,9.872,56.0
526032.129,4694128.763,9.884,56.0
526032.208,4694128.525,9.904,56.0
526032.239,4694128.282,9.91,56.0
526032.184,4694128.068,9.911,56.0
526032.12,4694129.172,9.936,56.0
526032.303,4694128.517,9.941,56.0
526032.04,4694127.695,9.944,56.0
526032.64,4694128.331,9.961,56.0
526032.319,4694128.478,9.975,56.0
526032.138,4694127.775,9.992,56.0
526032.486,4694128.152,10.152,56.0
526032.621,4694127.622,10.192,56.0
526032.366,4694127.884,10.207,56.0
526032.566,4694128.043,10.217,56.0
526032.272,4694129.451,10.241,56.0
526032.068,4694129.525,10.27,56.0
526032.524,4694127.808,10.294,56.0
526032.476,4694127.652,10.302,56.0
526030.443,4694128.475,11.037,56.0
526031.037,4694127.102,11.361,56.0
526030.744,4694128.456,11.49,56.0
526031.052,4694128.71,11.497,56.0
526031.276,4694127.998,11.518,56.0
526031.014,4694128.007,11.56,56.0
526030.977,4694127.908,11.605,56.0
526030.998,4694128.675,11.623,56.0
526030.678,4694128.131,11.703,56.0
526030.956,4694128.213,11.734,56.0
526030.871,4694128.252,11.735,56.0
526031.006,4694128.309,11.795,56.0
526030.722,4694126.929,12.097999999999999,56.0
526030.802,4694127.056,12.233,56.0
526031.396,4694128.925,12.392,56.0
526031.568,4694129.363,12.492,56.0
526031.824,4694129.274,12.532,56.0
526031.895,4694129.144,12.547,56.0
526031.688,4694129.034,12.559999999999999,56.0
526030.331,4694126.723,12.575,56.0
526031.768,4694128.904,12.596,56.0
526031.642,4694128.822,12.723000000000003,56.0
526032.044,4694129.989,12.906000000000002,56.0
526032.437,4694129.984,13.248999999999999,56.0
526032.458,4694130.177,13.369,56.0
526032.472,4694130.297,13.482,56.0
526032.663,4694129.985,13.524000000000001,56.0
526032.947,4694130.282,13.544,56.0
526032.54,4694130.388,13.558,56.0
526032.961,4694130.17,13.569000000000003,56.0
526032.59,4694130.197,13.596,56.0
526029.144,4694129.203,13.768,56.0
526032.512,4694130.662,14.076,56.0
526029.512,4694128.88,14.151,56.0
526031.088,4694128.95,14.152000000000001,56.0
526029.452,4694128.932,14.201,56.0
526029.482,4694128.543,14.244,56.0
526030.516,4694128.559,14.246,56.0
526029.73,4694128.748,14.320999999999998,56.0
526031.37,4694129.241,14.369,56.0
526031.29,4694129.573,14.419,56.0
526030.426,4694128.622,14.434999999999999,56.0
526031.338,4694129.4,14.477,56.0
526031.081,4694129.224,14.494999999999997,56.0
526029.944,4694128.616,14.512999999999998,56.0
526030.16,4694128.731,14.52,56.0
526031.245,4694129.261,14.527000000000001,56.0
526031.968,4694131.546,14.797,56.0
526032.007,4694130.901,14.965999999999998,56.0
526031.916,4694131.333,15.033000000000001,56.0
526031.797,4694129.671,15.059000000000001,56.0
526031.858,4694131.179,15.103000000000002,56.0
526030.677,4694128.878,15.343,56.0
526031.127,4694129.737,15.346,56.0
526031.198,4694130.063,15.383,56.0
526031.469,4694130.073,15.417000000000002,56.0
526028.237,4694129.63,15.437999999999999,56.0
526028.184,4694129.916,15.480999999999998,56.0
526032.02,4694130.523,15.564,56.0
526031.079,4694126.939,15.57,56.0
526028.636,4694129.492,15.64,56.0
526031.573,4694129.747,15.672,56.0
526030.802,4694128.941,15.690999999999999,56.0
526030.489,4694128.942,15.702,56.0
526030.842,4694129.184,15.712,56.0
526030.997,4694126.829,15.713000000000001,56.0
526032.048,4694130.213,15.733999999999998,56.0
526031.929,4694129.965,15.772,56.0
526031.422,4694129.923,15.817,56.0
526032.081,4694130.369,15.824,56.0
526028.965,4694129.375,15.836000000000002,56.0
526028.285,4694129.699,15.855,56.0
526028.482,4694129.928,15.897000000000002,56.0
526031.971,4694130.697,15.921,56.0
526031.946,4694130.052,15.968999999999998,56.0
526031.586,4694131.325,15.991,56.0
526031.702,4694129.961,16.001,56.0
526028.372,4694130.219,16.026,56.0
526030.51,4694129.239,16.042,56.0
526032.025,4694131.233,16.055,56.0
526028.521,4694129.64,16.108,56.0
526031.828,4694130.917,16.165,56.0
526030.83,4694129.413,16.219,56.0
526031.709,4694130.225,16.233,56.0
526031.647,4694130.308,16.243,56.0
526031.035,4694129.858,16.244,56.0
526031.768,4694130.265,16.297,56.0
526031.632,4694130.745,16.443,56.0
526031.703,4694131.003,16.515,56.0
526030.658,4694129.469,16.518,56.0
526030.863,4694129.575,16.534,56.0
526031.658,4694130.765,16.544,56.0
526030.07,4694128.942,16.68,56.0
526030.001,4694129.894,16.71,56.0
526028.705,4694129.803,16.743,56.0
526028.79,4694129.711,16.782,56.0
526030.291,4694129.15,16.967,56.0
526029.943,4694128.999,17.022,56.0
526029.679,4694129.176,17.032,56.0
526028.713,4694130.117,17.152,56.0
526029.169,4694129.451,17.22,56.0
526028.975,4694129.97,17.24,56.0
526030.161,4694129.13,17.288,56.0
526028.928,4694130.239,17.294,56.0
526029.839,4694129.149,17.327,56.0
526030.512,4694129.693,17.349,56.0
526029.437,4694129.181,17.388,56.0
526030.334,4694129.745,17.396,56.0
526031.39,4694130.466,17.416,56.0
526030.969,4694129.977,17.43,56.0
526029.641,4694129.29,17.451,56.0
526029.445,4694129.424,17.473,56.0
526030.71,4694129.868,17.597,56.0
526030.102,4694129.265,17.607,56.0
526030.321,4694129.427,17.633,56.0
526030.082,4694129.551,17.65,56.0
526029.947,4694129.408,17.753,56.0
526029.197,4694129.687,17.861,56.0
526030.497,4694129.952,17.947,56.0
526030.539,4694130.792,18.091,56.0
526029.526,4694129.631,18.352,56.0
526029.373,4694129.746,18.356,56.0
526030.766,4694130.238,18.463,56.0
526029.754,4694129.713,18.504,56.0
526030.292,4694130.198,18.754,56.0
526028.973,4694130.392,18.79,56.0
526030.623,4694130.174,18.859,56.0
526030.368,4694130.299,18.9,56.0
526030.582,4694130.583,18.916,56.0
526030.751,4694130.568,18.958,56.0
526029.193,4694129.944,19.015,56.0
526030.615,4694130.304,19.064,56.0
526029.156,4694130.09,19.146,56.0
526029.779,4694129.898,19.266,56.0
526029.387,4694129.962,19.275,56.0
526029.016,4694130.46,19.316,56.0
526030.057,4694130.107,19.323,56.0
526029.733,4694129.962,19.324,56.0
526029.341,4694130.133,19.363,56.0
526030.079,4694130.594,19.509,56.0
526029.715,4694130.228,19.512,56.0
526030.307,4694130.521,19.534,56.0
526030.202,4694130.367,19.636,56.0
526029.85,4694130.177,19.777,56.0
526030.032,4694130.829,19.912,56.0
526029.833,4694130.401,20.089,56.0
526029.697,4694130.491,20.255,56.0
526030.338,4694130.898,20.316,56.0
526029.498,4694130.498,20.411,56.0
526029.925,4694130.582,20.43,56.0
526029.877,4694130.767,20.773,56.0
526018.942,4694142.04,2.532,57.0
526016.505,4694145.057,2.562,57.0
526016.163,4694145.073,2.59,57.0
526016.503,4694144.939,2.613,57.0
526018.565,4694141.846,2.631,57.0
526018.777,4694141.949,2.677,57.0
526016.267,4694144.089,2.71,57.0
526016.063,4694144.148,2.753,57.0
526016.077,4694143.458,2.77,57.0
526016.474,4694145.112,2.786,57.0
526016.274,4694144.47,2.788,57.0
526016.057,4694144.946,2.818,57.0
526015.956,4694143.551,2.82,57.0
526016.218,4694144.405,2.872,57.0
526016.112,4694143.768,2.919,57.0
526015.598,4694143.207,2.954,57.0
526016.289,4694143.8,2.966,57.0
526016.117,4694143.551,2.976,57.0
526016.227,4694144.658,3.0150000000000006,57.0
526015.879,4694143.428,3.075,57.0
526016.399,4694144.827,3.083,57.0
526016.322,4694144.596,3.086,57.0
526015.8,4694143.801,3.23,57.0
526018.112,4694141.816,10.522,57.0
526018.095,4694141.538,10.624,57.0
526018.32,4694141.273,10.694,57.0
526018.302,4694141.72,10.704,57.0
526018.752,4694141.339,10.784,57.0
526018.769,4694141.22,10.795,57.0
526018.668,4694141.471,10.833,57.0
526017.506,4694142.107,10.864,57.0
526018.658,4694141.565,10.908,57.0
526018.183,4694141.263,12.060000000000002,57.0
526018.591,4694141.032,12.07,57.0
526018.834,4694140.842,12.187,57.0
526016.937,4694148.847,12.462999999999997,57.0
526016.467,4694148.249,12.901,57.0
526016.145,4694149.004,12.959,57.0
526016.502,4694148.115,13.014,57.0
526016.607,4694148.433,13.058,57.0
526016.819,4694148.544,13.061,57.0
526016.285,4694148.403,13.099,57.0
526016.549,4694148.682,13.124000000000002,57.0
526016.242,4694148.513,13.145,57.0
526016.541,4694149.003,13.151999999999997,57.0
526018.552,4694140.866,13.160999999999998,57.0
526016.248,4694148.8,13.175,57.0
526016.341,4694148.75,13.203,57.0
526018.312,4694141.012,13.204999999999998,57.0
526016.344,4694148.722,13.207,57.0
526016.633,4694148.86,13.232,57.0
526016.298,4694149.035,13.363,57.0
526017.17,4694145.211,13.647000000000002,57.0
526014.488,4694142.827,13.692,57.0
526015.116,4694143.201,13.697,57.0
526014.757,4694142.866,13.760000000000002,57.0
526015.179,4694142.994,13.777000000000001,57.0
526014.388,4694142.415,13.779,57.0
526014.796,4694143.075,13.804000000000002,57.0
526014.69,4694142.53,13.836,57.0
526014.49,4694141.111,13.856000000000002,57.0
526014.364,4694142.535,13.962999999999997,57.0
526014.588,4694142.324,14.111999999999998,57.0
526014.604,4694142.178,14.118000000000002,57.0
526015.159,4694144.468,14.3,57.0
526015.218,4694143.385,14.308,57.0
526017.758,4694141.757,14.369,57.0
526015.482,4694144.156,14.381,57.0
526015.654,4694143.99,14.456,57.0
526015.41,4694143.245,14.465,57.0
526015.535,4694143.484,14.468999999999998,57.0
526015.824,4694144.318,14.498,57.0
526015.427,4694143.758,14.514,57.0
526015.55,4694143.629,14.528000000000002,57.0
526015.713,4694144.097,14.549,57.0
526015.921,4694148.081,14.584,57.0
526015.796,4694144.063,14.61,57.0
526015.341,4694143.342,14.611,57.0
526015.785,4694148.348,14.617,57.0
526015.482,4694143.648,14.631,57.0
526016.076,4694148.187,14.634,57.0
526018.33,4694140.838,14.637,57.0
526015.386,4694142.789,15.177,57.0
526016.687,4694145.455,15.25,57.0
526016.988,4694145.77,15.282,57.0
526016.867,4694145.207,15.31,57.0
526016.876,4694145.637,15.378,57.0
526014.351,4694149.022,15.387,57.0
526016.916,4694145.256,15.395,57.0
526017.021,4694145.701,15.399000000000001,57.0
526014.192,4694148.83,15.515,57.0
526015.502,4694142.798,15.527,57.0
526015.324,4694148.51,15.632,57.0
526015.537,4694148.548,15.641,57.0
526017.3,4694147.565,15.668,57.0
526017.11,4694147.591,15.695,57.0
526015.625,4694148.282,15.784000000000002,57.0
526015.198,4694141.808,15.808,57.0
526016.86,4694147.323,15.86,57.0
526016.599,4694147.147,15.918,57.0
526014.42,4694148.432,15.918,57.0
526016.799,4694147.088,15.921,57.0
526014.638,4694141.798,15.929,57.0
526014.757,4694141.91,15.947,57.0
526016.915,4694147.545,15.954,57.0
526014.076,4694148.387,15.959,57.0
526016.661,4694147.384,15.960999999999999,57.0
526013.982,4694148.496,15.962,57.0
526013.942,4694143.122,15.993000000000002,57.0
526014.472,4694141.443,16.004,57.0
526014.297,4694148.852,16.029,57.0
526014.582,4694148.861,16.029,57.0
526014.555,4694143.216,16.053,57.0
526014.72,4694148.641,16.095,57.0
526014.525,4694142.946,16.096,57.0
526014.653,4694141.437,16.121,57.0
526014.428,4694148.549,16.171,57.0
526014.144,4694148.608,16.199,57.0
526016.308,4694145.472,16.208,57.0
526014.61,4694141.549,16.219,57.0
526016.06,4694145.421,16.233,57.0
526014.939,4694141.6,16.238,57.0
526017.434,4694145.555,16.246,57.0
526014.967,4694142.104,16.259,57.0
526014.963,4694148.659,16.259,57.0
526014.243,4694143.286,16.267,57.0
526015.646,4694145.691,16.268,57.0
526015.819,4694145.441,16.27,57.0
526014.294,4694143.444,16.304,57.0
526014.295,4694143.102,16.316,57.0
526015.018,4694141.605,16.318,57.0
526017.245,4694145.412,16.333,57.0
526017.509,4694145.583,16.346,57.0
526017.482,4694145.298,16.352,57.0
526017.551,4694145.25,16.365,57.0
526016.286,4694145.752,16.383,57.0
526015.089,4694141.271,16.388,57.0
526016.272,4694145.682,16.389,57.0
526017.354,4694145.884,16.407,57.0
526015.495,4694141.264,16.411,57.0
526014.222,4694143.241,16.439,57.0
526015.018,4694149.025,16.463,57.0
526014.956,4694141.328,16.464,57.0
526015.978,4694145.712,16.573,57.0
526015.216,4694148.732,16.576,57.0
526014.994,4694148.93,16.576,57.0
526018.345,4694140.588,16.577,57.0
526018.151,4694141.117,16.582,57.0
526015.979,4694145.806,16.593,57.0
526015.135,4694148.799,16.608,57.0
526016.115,4694145.886,16.623,57.0
526018.062,4694140.83,16.64,57.0
526017.147,4694143.145,16.685,57.0
526016.256,4694142.785,16.693,57.0
526015.516,4694145.752,16.698,57.0
526015.221,4694142.243,16.712,57.0
526016.818,4694142.79,16.73,57.0
526016.359,4694142.643,16.759,57.0
526016.175,4694146.239,16.802,57.0
526017.374,4694142.911,16.815,57.0
526014.966,4694142.426,16.845,57.0
526016.092,4694145.732,16.845,57.0
526015.627,4694144.37,16.849,57.0
526017.165,4694142.828,16.909,57.0
526017.526,4694142.505,16.913,57.0
526015.566,4694145.337,16.945,57.0
526014.967,4694142.632,16.95,57.0
526017.608,4694142.405,16.963,57.0
526015.101,4694142.577,16.996,57.0
526015.178,4694142.414,17.042,57.0
526015.254,4694142.57,17.044,57.0
526015.395,4694144.498,17.06,57.0
526015.062,4694141.196,17.066,57.0
526017.192,4694145.91,17.186,57.0
526015.974,4694142.972,17.208,57.0
526015.415,4694144.523,17.222,57.0
526017.167,4694147.252,17.231,57.0
526014.569,4694141.153,17.232,57.0
526015.575,4694145.171,17.255,57.0
526016.024,4694142.912,17.256,57.0
526015.184,4694144.077,17.258,57.0
526015.786,4694143.075,17.277,57.0
526016.228,4694142.616,17.292,57.0
526015.77,4694144.716,17.302,57.0
526016.145,4694147.802,17.339,57.0
526015.02,4694143.886,17.346,57.0
526015.038,4694143.545,17.351,57.0
526015.847,4694145.144,17.369,57.0
526015.724,4694147.313,17.395,57.0
526017.681,4694146.033,17.404,57.0
526016.984,4694146.782,17.415,57.0
526015.737,4694144.555,17.426,57.0
526017.665,4694145.98,17.434,57.0
526015.58,4694144.886,17.436,57.0
526015.89,4694147.817,17.456,57.0
526014.831,4694143.498,17.46,57.0
526015.719,4694142.599,17.488,57.0
526015.866,4694144.985,17.503,57.0
526014.736,4694143.47,17.524,57.0
526015.72,4694147.695,17.536,57.0
526017.7,4694146.41,17.543,57.0
526015.949,4694147.338,17.563,57.0
526016.96,4694146.7,17.584,57.0
526013.634,4694143.207,17.59,57.0
526013.603,4694144.201,17.612,57.0
526013.424,4694143.392,17.615,57.0
526016.205,4694147.058,17.626,57.0
526015.871,4694147.742,17.636,57.0
526015.475,4694141.746,17.65,57.0
526015.907,4694142.58,17.66,57.0
526014.776,4694143.675,17.683,57.0
526016.282,4694147.141,17.686,57.0
526017.263,4694146.108,17.695,57.0
526015.829,4694146.224,17.703,57.0
526013.388,4694143.658,17.715,57.0
526017.434,4694147.369,17.715,57.0
526016.41,4694146.951,17.717,57.0
526017.096,4694146.838,17.718,57.0
526017.199,4694147.21,17.719,57.0
526015.961,4694146.327,17.749,57.0
526017.553,4694139.578,17.751,57.0
526015.863,4694147.01,17.755,57.0
526017.082,4694146.241,17.758,57.0
526016.315,4694147.571,17.761,57.0
526013.744,4694143.843,17.768,57.0
526017.278,4694146.698,17.768,57.0
526016.377,4694147.36,17.769,57.0
526016.917,4694146.201,17.771,57.0
526017.181,4694146.694,17.785,57.0
526015.967,4694146.95,17.805,57.0
526013.485,4694143.803,17.806,57.0
526016.679,4694142.761,17.815,57.0
526017.331,4694146.359,17.855,57.0
526016.299,4694146.196,17.866,57.0
526016.214,4694147.555,17.87,57.0
526016.242,4694147.321,17.878,57.0
526015.781,4694141.999,17.902,57.0
526017.827,4694140.969,17.91,57.0
526016.985,4694146.467,17.936,57.0
526017.787,4694141.028,17.949,57.0
526013.657,4694143.499,17.956,57.0
526016.167,4694146.321,17.973,57.0
526016.189,4694146.771,17.976,57.0
526015.585,4694146.937,17.994,57.0
526015.749,4694141.692,17.998,57.0
526014.723,4694148.348,18.004,57.0
526017.56,4694147.253,18.011,57.0
526017.186,4694139.554,18.014,57.0
526017.572,4694146.71,18.022,57.0
526013.755,4694143.361,18.035,57.0
526017.02,4694146.425,18.043,57.0
526016.093,4694146.636,18.044,57.0
526017.468,4694139.972,18.056,57.0
526013.625,4694143.555,18.058,57.0
526014.894,4694144.12,18.073,57.0
526017.369,4694146.871,18.092,57.0
526017.369,4694139.535,18.11,57.0
526016.277,4694146.618,18.111,57.0
526017.442,4694147.046,18.13,57.0
526017.756,4694139.72,18.154,57.0
526015.604,4694141.984,18.211,57.0
526014.223,4694143.733,18.218,57.0
526014.821,4694148.374,18.224,57.0
526015.3,4694141.928,18.321,57.0
526017.324,4694142.578,18.333,57.0
526015.317,4694147.477,18.353,57.0
526017.732,4694140.212,18.387,57.0
526016.901,4694142.606,18.407,57.0
526015.81,4694142.217,18.434,57.0
526015.822,4694146.574,18.441,57.0
526016.622,4694142.566,18.478,57.0
526017.067,4694142.55,18.479,57.0
526017.765,4694141.46,18.493,57.0
526018.004,4694140.397,18.508,57.0
526015.633,4694142.375,18.511,57.0
526017.847,4694139.965,18.528,57.0
526015.354,4694145.414,18.53,57.0
526015.331,4694144.956,18.534,57.0
526016.056,4694140.28,18.545,57.0
526015.521,4694142.135,18.555,57.0
526017.693,4694139.949,18.561,57.0
526015.651,4694146.528,18.562,57.0
526015.271,4694145.03,18.581,57.0
526015.419,4694142.345,18.582,57.0
526017.841,4694140.622,18.606,57.0
526017.059,4694142.498,18.617,57.0
526014.525,4694144.019,18.622,57.0
526015.825,4694142.364,18.657,57.0
526013.994,4694143.745,18.675,57.0
526017.859,4694140.088,18.685,57.0
526016.754,4694142.276,18.693,57.0
526015.523,4694147.927,18.707,57.0
526015.287,4694148.304,18.714,57.0
526015.594,4694148.114,18.715,57.0
526013.907,4694143.962,18.719,57.0
526017.032,4694139.922,18.723,57.0
526014.564,4694143.625,18.726,57.0
526017.755,4694141.553,18.727,57.0
526015.416,4694148.014,18.734,57.0
526015.625,4694146.159,18.747,57.0
526015.535,4694146.321,18.754,57.0
526016.014,4694140.221,18.765,57.0
526014.795,4694143.77,18.772,57.0
526015.485,4694142.238,18.774,57.0
526016.947,4694140.455,18.781,57.0
526015.849,4694140.453,18.787,57.0
526018.029,4694140.616,18.797,57.0
526014.626,4694143.984,18.823,57.0
526014.39,4694143.816,18.835,57.0
526014.376,4694144.222,18.866,57.0
526016.982,4694140.237,18.873,57.0
526016.938,4694139.887,18.881,57.0
526015.077,4694148.315,18.925,57.0
526014.356,4694143.735,18.929,57.0
526014.394,4694148.052,18.985,57.0
526013.932,4694144.202,19.022,57.0
526017.186,4694140.247,19.026,57.0
526015.706,4694140.735,19.137,57.0
526015.694,4694140.767,19.172,57.0
526014.7,4694147.692,19.192,57.0
526014.194,4694144.222,19.195,57.0
526015.805,4694140.774,19.212,57.0
526015.916,4694140.536,19.225,57.0
526016.023,4694141.294,19.236,57.0
526016.486,4694142.472,19.26,57.0
526017.51,4694140.511,19.272,57.0
526017.669,4694146.82,19.288,57.0
526017.182,4694140.436,19.312,57.0
526016.597,4694142.3,19.314,57.0
526015.296,4694147.169,19.337,57.0
526015.725,4694141.101,19.339,57.0
526014.197,4694143.891,19.341,57.0
526017.844,4694140.435,19.372,57.0
526016.222,4694141.744,19.376,57.0
526016.315,4694141.935,19.383,57.0
526014.808,4694144.428,19.394,57.0
526017.332,4694140.214,19.397,57.0
526015.681,4694141.407,19.398,57.0
526016.115,4694141.835,19.434,57.0
526015.799,4694141.588,19.462,57.0
526015.33,4694147.896,19.473,57.0
526016.241,4694140.611,19.483,57.0
526016.903,4694142.072,19.483,57.0
526015.117,4694148.088,19.494,57.0
526017.56,4694141.143,19.495,57.0
526015.766,4694141.483,19.495,57.0
526015.27,4694147.601,19.504,57.0
526015.067,4694144.728,19.512,57.0
526016.354,4694140.492,19.514,57.0
526017.526,4694141.423,19.531,57.0
526015.537,4694147.023,19.534,57.0
526017.689,4694140.398,19.536,57.0
526015.044,4694145.526,19.538,57.0
526016.24,4694140.933,19.544,57.0
526015.882,4694141.073,19.545,57.0
526016.227,4694142.056,19.55,57.0
526016.615,4694142.078,19.557,57.0
526017.283,4694140.467,19.566,57.0
526016.359,4694142.079,19.57,57.0
526014.736,4694147.97,19.579,57.0
526015.219,4694145.049,19.588,57.0
526017.483,4694142.274,19.589,57.0
526016.162,4694141.175,19.594,57.0
526016.231,4694142.28,19.594,57.0
526017.552,4694141.716,19.598,57.0
526014.746,4694148.101,19.608,57.0
526017.639,4694141.992,19.61,57.0
526016.644,4694141.901,19.611,57.0
526014.753,4694148.11,19.634,57.0
526016.458,4694140.598,19.637,57.0
526013.787,4694147.899,19.679,57.0
526016.353,4694140.997,19.682,57.0
526015.443,4694146.456,19.715,57.0
526017.432,4694141.995,19.717,57.0
526016.62,4694140.653,19.751,57.0
526016.706,4694140.479,19.775,57.0
526014.977,4694147.618,19.798,57.0
526015.123,4694147.326,19.807,57.0
526014.75,4694144.527,19.83,57.0
526017.395,4694140.659,19.9,57.0
526014.036,4694148.019,19.902,57.0
526015.108,4694147.792,19.915,57.0
526014.905,4694147.869,19.919,57.0
526014.455,4694147.825,19.948,57.0
526015.145,4694147.716,19.949,57.0
526015.233,4694146.003,19.955,57.0
526015.329,4694145.91,19.962,57.0
526015.345,4694146.541,19.97,57.0
526013.983,4694147.546,19.981,57.0
526015.257,4694146.05,20.02,57.0
526015.28,4694145.697,20.024,57.0
526017.269,4694142.012,20.056,57.0
526017.165,4694140.724,20.061,57.0
526016.794,4694141.786,20.063,57.0
526017.525,4694140.995,20.095,57.0
526017.039,4694141.846,20.105,57.0
526015.047,4694145.861,20.119,57.0
526014.316,4694147.504,20.12,57.0
526017.122,4694142.127,20.123,57.0
526014.095,4694147.883,20.128,57.0
526017.303,4694140.932,20.168,57.0
526014.094,4694147.59,20.184,57.0
526016.752,4694140.679,20.204,57.0
526014.653,4694144.358,20.228,57.0
526013.984,4694147.26,20.291,57.0
526017.375,4694141.518,20.294,57.0
526015.009,4694145.286,20.303,57.0
526017.355,4694141.027,20.313,57.0
526016.997,4694141.68,20.338,57.0
526014.728,4694144.705,20.349,57.0
526014.834,4694147.313,20.404,57.0
526016.75,4694140.979,20.415,57.0
526015.03,4694144.943,20.423,57.0
526016.45,4694141.323,20.439,57.0
526017.154,4694141.579,20.439,57.0
526016.459,4694141.529,20.44,57.0
526016.664,4694140.921,20.446,57.0
526016.731,4694141.535,20.455,57.0
526017.204,4694140.918,20.46,57.0
526017.004,4694141.334,20.47,57.0
526016.974,4694141.353,20.537,57.0
526016.661,4694141.092,20.538,57.0
526016.734,4694141.401,20.544,57.0
526014.723,4694144.987,20.544,57.0
526014.487,4694147.252,20.555,57.0
526016.384,4694141.228,20.556,57.0
